에이전트,질문,평가항목,가용여부,가용 데이터,테이블/컬럼,가정/갭,실제 쿼리,예상 답변
매출 관리,오늘 캠페인 매출 비중 알려줘,캠페인 기여도 계산,⚠️,캠페인 시간대 매출 합계,"raw_daily_store_cpi_tmzon.act_amt_00~23,raw_campaign_master",raw_daily_store_cpi_tmzon에 일자 컬럼이 없어 기간 정밀 비교 제약,"SELECT cpi_nm, SUM(COALESCE(NULLIF(act_amt_00,'')::numeric,0)+COALESCE(NULLIF(act_amt_01,'')::numeric,0)+COALESCE(NULLIF(act_amt_02,'')::numeric,0)+COALESCE(NULLIF(act_amt_03,'')::numeric,0)+COALESCE(NULLIF(act_amt_04,'')::numeric,0)+COALESCE(NULLIF(act_amt_05,'')::numeric,0)+COALESCE(NULLIF(act_amt_06,'')::numeric,0)+COALESCE(NULLIF(act_amt_07,'')::numeric,0)+COALESCE(NULLIF(act_amt_08,'')::numeric,0)+COALESCE(NULLIF(act_amt_09,'')::numeric,0)+COALESCE(NULLIF(act_amt_10,'')::numeric,0)+COALESCE(NULLIF(act_amt_11,'')::numeric,0)+COALESCE(NULLIF(act_amt_12,'')::numeric,0)+COALESCE(NULLIF(act_amt_13,'')::numeric,0)+COALESCE(NULLIF(act_amt_14,'')::numeric,0)+COALESCE(NULLIF(act_amt_15,'')::numeric,0)+COALESCE(NULLIF(act_amt_16,'')::numeric,0)+COALESCE(NULLIF(act_amt_17,'')::numeric,0)+COALESCE(NULLIF(act_amt_18,'')::numeric,0)+COALESCE(NULLIF(act_amt_19,'')::numeric,0)+COALESCE(NULLIF(act_amt_20,'')::numeric,0)+COALESCE(NULLIF(act_amt_21,'')::numeric,0)+COALESCE(NULLIF(act_amt_22,'')::numeric,0)+COALESCE(NULLIF(act_amt_23,'')::numeric,0)) AS campaign_sale_amt FROM raw_daily_store_cpi_tmzon WHERE masked_stor_cd = :store_id GROUP BY cpi_nm ORDER BY campaign_sale_amt DESC LIMIT 10","점포 기준 누적 캠페인 매출 상위를 제공하며, 기간 정밀 비교는 제약이 있습니다."
매출 관리,오늘 환불(반품) 금액이 큰 상품 상위 10개,반품 리스크 상품 탐지,✅,반품수량/반품금액,"core_daily_item_sales.rtn_qty,rtn_amt",-,"SELECT item_cd, item_nm, SUM(rtn_amt) AS total_rtn_amt, SUM(rtn_qty) AS total_rtn_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_rtn_amt DESC LIMIT 10",요청한 하루 기준 반품 금액이 큰 상품을 제공합니다.
매출 관리,오늘 객단가(건당 매출) 알려줘,객단가 계산,✅,채널별 매출/주문건수,"core_channel_sales.sale_amt,ord_cnt",주문건수 기준이라 영수증 기준 객단가와 차이 가능,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(ord_cnt) AS total_ord_cnt, SUM(sale_amt) / NULLIF(SUM(ord_cnt),0) AS avg_sale_per_order FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",요청한 하루 기준 주문건수 기반 객단가를 제공합니다.
매출 관리,오늘 경쟁 점포 대비 매출 순위 알려줘,외부 비교 가능 여부,❌,경쟁점포 식별/매출 매핑 부재,(해당 없음),경쟁점포 코드/매출 매핑 테이블이 없음,"SELECT 'UNAVAILABLE' AS status, '경쟁점포 매핑 데이터 부재' AS reason",현재 DB에는 경쟁 점포 매핑이 없어 점포 간 순위 비교를 직접 제공할 수 없습니다.
매출 관리,어제 총매출과 일평균 매출 알려줘,기간 매출 집계 정확성,✅,일별 매출,"core_daily_item_sales.sale_dt,sale_amt",-,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(COUNT(DISTINCT sale_dt),0) AS avg_daily_sale_amt, COUNT(DISTINCT sale_dt) AS business_days FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to","요청한 하루 기준 총매출, 일평균 매출, 집계 영업일수를 제공합니다."
매출 관리,어제 상품 매출 상위 10개 알려줘,상품 Top-N 정확성,✅,상품별 매출/수량,"core_daily_item_sales.item_cd,item_nm,sale_amt,sale_qty",-,"SELECT item_cd, item_nm, SUM(sale_amt) AS total_sale_amt, SUM(sale_qty) AS total_sale_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_sale_amt DESC LIMIT 10",요청한 하루 기준 매출 상위 10개 상품을 제공합니다.
매출 관리,어제 시간대별 매출 피크 알려줘,피크시간 탐지,✅,시간대 매출,"core_hourly_item_sales.tmzon_div,sale_amt",-,"SELECT tmzon_div, SUM(sale_amt) AS total_sale_amt FROM core_hourly_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY tmzon_div ORDER BY total_sale_amt DESC LIMIT 5",요청한 하루 기준 매출이 높은 시간대 순위를 제공합니다.
매출 관리,어제 온라인/오프라인 채널 매출 비중,채널믹스 계산 정확성,✅,채널별 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"SELECT ho_chnl_div, SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(SUM(SUM(sale_amt)) OVER (),0) AS sale_ratio FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY ho_chnl_div ORDER BY total_sale_amt DESC",요청한 하루 기준 채널별 매출 비중을 제공합니다.
매출 관리,어제 배달 채널별 주문건수 비교,채널별 주문건수,⚠️,채널명/주문건수,"core_channel_sales.ho_chnl_nm,ord_cnt",ho_chnl_nm 데이터 품질에 따라 플랫폼 분리가 일부 불완전할 수 있음,"SELECT ho_chnl_nm, SUM(ord_cnt) AS total_ord_cnt FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND ho_chnl_div LIKE '온라인%' GROUP BY ho_chnl_nm ORDER BY total_ord_cnt DESC",요청한 하루 기준 배달 채널별 주문건수를 제공합니다.
매출 관리,어제 결제수단별 매출 비중,결제믹스 분석,✅,결제수단별 매출,"raw_daily_store_pay_way.pay_way_cd_nm,pay_amt,sale_dt",-,"SELECT pay_way_cd_nm, SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) AS total_pay_amt, SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) / NULLIF(SUM(SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0))) OVER (),0) AS pay_ratio FROM raw_daily_store_pay_way WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY pay_way_cd_nm ORDER BY total_pay_amt DESC",요청한 하루 기준 결제수단별 매출 비중을 제공합니다.
매출 관리,어제 할인금액이 큰 상품 상위 10개,할인 영향 상품 파악,✅,상품별 할인금액,"core_daily_item_sales.dc_amt,item_cd,item_nm",-,"SELECT item_cd, item_nm, SUM(dc_amt) AS total_dc_amt, SUM(sale_amt) AS total_sale_amt FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_dc_amt DESC LIMIT 10",요청한 하루 기준 할인금액 영향이 큰 상품을 제공합니다.
매출 관리,어제 캠페인 매출 비중 알려줘,캠페인 기여도 계산,⚠️,캠페인 시간대 매출 합계,"raw_daily_store_cpi_tmzon.act_amt_00~23,raw_campaign_master",raw_daily_store_cpi_tmzon에 일자 컬럼이 없어 기간 정밀 비교 제약,"SELECT cpi_nm, SUM(COALESCE(NULLIF(act_amt_00,'')::numeric,0)+COALESCE(NULLIF(act_amt_01,'')::numeric,0)+COALESCE(NULLIF(act_amt_02,'')::numeric,0)+COALESCE(NULLIF(act_amt_03,'')::numeric,0)+COALESCE(NULLIF(act_amt_04,'')::numeric,0)+COALESCE(NULLIF(act_amt_05,'')::numeric,0)+COALESCE(NULLIF(act_amt_06,'')::numeric,0)+COALESCE(NULLIF(act_amt_07,'')::numeric,0)+COALESCE(NULLIF(act_amt_08,'')::numeric,0)+COALESCE(NULLIF(act_amt_09,'')::numeric,0)+COALESCE(NULLIF(act_amt_10,'')::numeric,0)+COALESCE(NULLIF(act_amt_11,'')::numeric,0)+COALESCE(NULLIF(act_amt_12,'')::numeric,0)+COALESCE(NULLIF(act_amt_13,'')::numeric,0)+COALESCE(NULLIF(act_amt_14,'')::numeric,0)+COALESCE(NULLIF(act_amt_15,'')::numeric,0)+COALESCE(NULLIF(act_amt_16,'')::numeric,0)+COALESCE(NULLIF(act_amt_17,'')::numeric,0)+COALESCE(NULLIF(act_amt_18,'')::numeric,0)+COALESCE(NULLIF(act_amt_19,'')::numeric,0)+COALESCE(NULLIF(act_amt_20,'')::numeric,0)+COALESCE(NULLIF(act_amt_21,'')::numeric,0)+COALESCE(NULLIF(act_amt_22,'')::numeric,0)+COALESCE(NULLIF(act_amt_23,'')::numeric,0)) AS campaign_sale_amt FROM raw_daily_store_cpi_tmzon WHERE masked_stor_cd = :store_id GROUP BY cpi_nm ORDER BY campaign_sale_amt DESC LIMIT 10","점포 기준 누적 캠페인 매출 상위를 제공하며, 기간 정밀 비교는 제약이 있습니다."
매출 관리,어제 환불(반품) 금액이 큰 상품 상위 10개,반품 리스크 상품 탐지,✅,반품수량/반품금액,"core_daily_item_sales.rtn_qty,rtn_amt",-,"SELECT item_cd, item_nm, SUM(rtn_amt) AS total_rtn_amt, SUM(rtn_qty) AS total_rtn_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_rtn_amt DESC LIMIT 10",요청한 하루 기준 반품 금액이 큰 상품을 제공합니다.
매출 관리,어제 객단가(건당 매출) 알려줘,객단가 계산,✅,채널별 매출/주문건수,"core_channel_sales.sale_amt,ord_cnt",주문건수 기준이라 영수증 기준 객단가와 차이 가능,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(ord_cnt) AS total_ord_cnt, SUM(sale_amt) / NULLIF(SUM(ord_cnt),0) AS avg_sale_per_order FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",요청한 하루 기준 주문건수 기반 객단가를 제공합니다.
매출 관리,어제 경쟁 점포 대비 매출 순위 알려줘,외부 비교 가능 여부,❌,경쟁점포 식별/매출 매핑 부재,(해당 없음),경쟁점포 코드/매출 매핑 테이블이 없음,"SELECT 'UNAVAILABLE' AS status, '경쟁점포 매핑 데이터 부재' AS reason",현재 DB에는 경쟁 점포 매핑이 없어 점포 간 순위 비교를 직접 제공할 수 없습니다.
매출 관리,최근 7일 총매출과 일평균 매출 알려줘,기간 매출 집계 정확성,✅,일별 매출,"core_daily_item_sales.sale_dt,sale_amt",-,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(COUNT(DISTINCT sale_dt),0) AS avg_daily_sale_amt, COUNT(DISTINCT sale_dt) AS business_days FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to","요청한 7일 기준 총매출, 일평균 매출, 집계 영업일수를 제공합니다."
매출 관리,최근 7일 상품 매출 상위 10개 알려줘,상품 Top-N 정확성,✅,상품별 매출/수량,"core_daily_item_sales.item_cd,item_nm,sale_amt,sale_qty",-,"SELECT item_cd, item_nm, SUM(sale_amt) AS total_sale_amt, SUM(sale_qty) AS total_sale_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_sale_amt DESC LIMIT 10",요청한 7일 기준 매출 상위 10개 상품을 제공합니다.
매출 관리,최근 7일 시간대별 매출 피크 알려줘,피크시간 탐지,✅,시간대 매출,"core_hourly_item_sales.tmzon_div,sale_amt",-,"SELECT tmzon_div, SUM(sale_amt) AS total_sale_amt FROM core_hourly_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY tmzon_div ORDER BY total_sale_amt DESC LIMIT 5",요청한 7일 기준 매출이 높은 시간대 순위를 제공합니다.
매출 관리,최근 7일 온라인/오프라인 채널 매출 비중,채널믹스 계산 정확성,✅,채널별 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"SELECT ho_chnl_div, SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(SUM(SUM(sale_amt)) OVER (),0) AS sale_ratio FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY ho_chnl_div ORDER BY total_sale_amt DESC",요청한 7일 기준 채널별 매출 비중을 제공합니다.
매출 관리,최근 7일 배달 채널별 주문건수 비교,채널별 주문건수,⚠️,채널명/주문건수,"core_channel_sales.ho_chnl_nm,ord_cnt",ho_chnl_nm 데이터 품질에 따라 플랫폼 분리가 일부 불완전할 수 있음,"SELECT ho_chnl_nm, SUM(ord_cnt) AS total_ord_cnt FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND ho_chnl_div LIKE '온라인%' GROUP BY ho_chnl_nm ORDER BY total_ord_cnt DESC",요청한 7일 기준 배달 채널별 주문건수를 제공합니다.
매출 관리,최근 7일 결제수단별 매출 비중,결제믹스 분석,✅,결제수단별 매출,"raw_daily_store_pay_way.pay_way_cd_nm,pay_amt,sale_dt",-,"SELECT pay_way_cd_nm, SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) AS total_pay_amt, SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) / NULLIF(SUM(SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0))) OVER (),0) AS pay_ratio FROM raw_daily_store_pay_way WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY pay_way_cd_nm ORDER BY total_pay_amt DESC",요청한 7일 기준 결제수단별 매출 비중을 제공합니다.
매출 관리,최근 7일 할인금액이 큰 상품 상위 10개,할인 영향 상품 파악,✅,상품별 할인금액,"core_daily_item_sales.dc_amt,item_cd,item_nm",-,"SELECT item_cd, item_nm, SUM(dc_amt) AS total_dc_amt, SUM(sale_amt) AS total_sale_amt FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_dc_amt DESC LIMIT 10",요청한 7일 기준 할인금액 영향이 큰 상품을 제공합니다.
매출 관리,최근 7일 캠페인 매출 비중 알려줘,캠페인 기여도 계산,⚠️,캠페인 시간대 매출 합계,"raw_daily_store_cpi_tmzon.act_amt_00~23,raw_campaign_master",raw_daily_store_cpi_tmzon에 일자 컬럼이 없어 기간 정밀 비교 제약,"SELECT cpi_nm, SUM(COALESCE(NULLIF(act_amt_00,'')::numeric,0)+COALESCE(NULLIF(act_amt_01,'')::numeric,0)+COALESCE(NULLIF(act_amt_02,'')::numeric,0)+COALESCE(NULLIF(act_amt_03,'')::numeric,0)+COALESCE(NULLIF(act_amt_04,'')::numeric,0)+COALESCE(NULLIF(act_amt_05,'')::numeric,0)+COALESCE(NULLIF(act_amt_06,'')::numeric,0)+COALESCE(NULLIF(act_amt_07,'')::numeric,0)+COALESCE(NULLIF(act_amt_08,'')::numeric,0)+COALESCE(NULLIF(act_amt_09,'')::numeric,0)+COALESCE(NULLIF(act_amt_10,'')::numeric,0)+COALESCE(NULLIF(act_amt_11,'')::numeric,0)+COALESCE(NULLIF(act_amt_12,'')::numeric,0)+COALESCE(NULLIF(act_amt_13,'')::numeric,0)+COALESCE(NULLIF(act_amt_14,'')::numeric,0)+COALESCE(NULLIF(act_amt_15,'')::numeric,0)+COALESCE(NULLIF(act_amt_16,'')::numeric,0)+COALESCE(NULLIF(act_amt_17,'')::numeric,0)+COALESCE(NULLIF(act_amt_18,'')::numeric,0)+COALESCE(NULLIF(act_amt_19,'')::numeric,0)+COALESCE(NULLIF(act_amt_20,'')::numeric,0)+COALESCE(NULLIF(act_amt_21,'')::numeric,0)+COALESCE(NULLIF(act_amt_22,'')::numeric,0)+COALESCE(NULLIF(act_amt_23,'')::numeric,0)) AS campaign_sale_amt FROM raw_daily_store_cpi_tmzon WHERE masked_stor_cd = :store_id GROUP BY cpi_nm ORDER BY campaign_sale_amt DESC LIMIT 10","점포 기준 누적 캠페인 매출 상위를 제공하며, 기간 정밀 비교는 제약이 있습니다."
매출 관리,최근 7일 환불(반품) 금액이 큰 상품 상위 10개,반품 리스크 상품 탐지,✅,반품수량/반품금액,"core_daily_item_sales.rtn_qty,rtn_amt",-,"SELECT item_cd, item_nm, SUM(rtn_amt) AS total_rtn_amt, SUM(rtn_qty) AS total_rtn_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_rtn_amt DESC LIMIT 10",요청한 7일 기준 반품 금액이 큰 상품을 제공합니다.
매출 관리,최근 7일 객단가(건당 매출) 알려줘,객단가 계산,✅,채널별 매출/주문건수,"core_channel_sales.sale_amt,ord_cnt",주문건수 기준이라 영수증 기준 객단가와 차이 가능,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(ord_cnt) AS total_ord_cnt, SUM(sale_amt) / NULLIF(SUM(ord_cnt),0) AS avg_sale_per_order FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",요청한 7일 기준 주문건수 기반 객단가를 제공합니다.
매출 관리,최근 7일 경쟁 점포 대비 매출 순위 알려줘,외부 비교 가능 여부,❌,경쟁점포 식별/매출 매핑 부재,(해당 없음),경쟁점포 코드/매출 매핑 테이블이 없음,"SELECT 'UNAVAILABLE' AS status, '경쟁점포 매핑 데이터 부재' AS reason",현재 DB에는 경쟁 점포 매핑이 없어 점포 간 순위 비교를 직접 제공할 수 없습니다.
매출 관리,최근 14일 총매출과 일평균 매출 알려줘,기간 매출 집계 정확성,✅,일별 매출,"core_daily_item_sales.sale_dt,sale_amt",-,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(COUNT(DISTINCT sale_dt),0) AS avg_daily_sale_amt, COUNT(DISTINCT sale_dt) AS business_days FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to","요청한 14일 기준 총매출, 일평균 매출, 집계 영업일수를 제공합니다."
매출 관리,최근 14일 상품 매출 상위 10개 알려줘,상품 Top-N 정확성,✅,상품별 매출/수량,"core_daily_item_sales.item_cd,item_nm,sale_amt,sale_qty",-,"SELECT item_cd, item_nm, SUM(sale_amt) AS total_sale_amt, SUM(sale_qty) AS total_sale_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_sale_amt DESC LIMIT 10",요청한 14일 기준 매출 상위 10개 상품을 제공합니다.
매출 관리,최근 14일 시간대별 매출 피크 알려줘,피크시간 탐지,✅,시간대 매출,"core_hourly_item_sales.tmzon_div,sale_amt",-,"SELECT tmzon_div, SUM(sale_amt) AS total_sale_amt FROM core_hourly_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY tmzon_div ORDER BY total_sale_amt DESC LIMIT 5",요청한 14일 기준 매출이 높은 시간대 순위를 제공합니다.
매출 관리,최근 14일 온라인/오프라인 채널 매출 비중,채널믹스 계산 정확성,✅,채널별 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"SELECT ho_chnl_div, SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(SUM(SUM(sale_amt)) OVER (),0) AS sale_ratio FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY ho_chnl_div ORDER BY total_sale_amt DESC",요청한 14일 기준 채널별 매출 비중을 제공합니다.
매출 관리,최근 14일 배달 채널별 주문건수 비교,채널별 주문건수,⚠️,채널명/주문건수,"core_channel_sales.ho_chnl_nm,ord_cnt",ho_chnl_nm 데이터 품질에 따라 플랫폼 분리가 일부 불완전할 수 있음,"SELECT ho_chnl_nm, SUM(ord_cnt) AS total_ord_cnt FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND ho_chnl_div LIKE '온라인%' GROUP BY ho_chnl_nm ORDER BY total_ord_cnt DESC",요청한 14일 기준 배달 채널별 주문건수를 제공합니다.
